#"+EI TIC Scan MBPR053_02_GS1.d "
#Point,X(Minutes),Y(Counts)
825,3.055,1.7416041583219
826,3.059,1.41467973234288
827,3.063,1.22963116891923
828,3.066,1.15430407611593
829,3.070,1.17081640447607
830,3.073,1.30142422994242
831,3.077,1.58134678999807
832,3.080,2.02588560982367
833,3.084,2.62583101773532
834,3.088,3.33356061118015
835,3.091,4.00579853642652
836,3.095,4.41860674542992
837,3.098,4.42848235886254
838,3.102,4.11200867782639
839,3.106,3.60272215797818
840,3.109,2.98902656645959
841,3.113,2.3901633138896
842,3.116,1.91455982499051
843,3.120,1.58379866643651
844,3.124,1.38120859195017
845,3.127,1.28470757854575
846,3.131,1.27023848055098
847,3.134,1.33130836591592
848,3.138,1.48353659565584
849,3.141,1.72472858900792
850,3.145,2.01210515613723
851,3.149,2.28785801274355
852,3.152,2.50781554533554
853,3.156,2.64395522782813
854,3.159,2.74921186172416
855,3.163,3.04307379338355
856,3.167,3.84497360411231
857,3.170,5.42775822288601
858,3.174,7.99932255562108
859,3.177,11.431662003687
860,3.181,14.9905228164886
861,3.185,17.740370349882
862,3.188,19.1781537203933
863,3.192,19.0827272948107
864,3.195,17.3563489864707
865,3.199,14.4638158658957
866,3.202,11.2879548013227
867,3.206,8.38721092168684
868,3.210,5.93551610372012
869,3.213,4.07972563805355
870,3.217,2.8594706262554
871,3.220,2.12272716162232
872,3.224,1.68369749626335
873,3.228,1.42296616660243
874,3.231,1.26940605336509
875,3.235,1.17357098170938
876,3.238,1.10649248556628
877,3.242,1.06084520569995
878,3.245,1.03121079788221
879,3.249,1.0085612109061
880,3.253,0.989105117315855
881,3.256,0.974673856920448
882,3.260,0.961930153456438
883,3.263,0.949292395270633
884,3.267,0.940370289341852
885,3.271,0.942496762425811
886,3.274,0.955596139323792
887,3.278,0.982786238222953
888,3.281,1.02383246600727
889,3.285,1.0726656717396
890,3.289,1.11377243968289
891,3.292,1.13407609549877
892,3.296,1.13116260034815
893,3.299,1.10839950057396
894,3.303,1.07517808833702
895,3.306,1.03695454546486
896,3.310,0.993441306202362
897,3.314,0.948898884237303
898,3.317,0.912567221333081
899,3.321,0.888880884134536
900,3.324,0.877597712005772
901,3.328,0.872852877046191
902,3.332,0.866185892039189
903,3.335,0.855107042946962
904,3.339,0.846646555730357
905,3.342,0.844285489530374
906,3.346,0.846707095889331
907,3.350,0.850831394219429
908,3.353,0.851527606047629
909,3.357,0.849325457764953
910,3.360,0.846041154140618
911,3.364,0.849840049116231
912,3.367,0.854622721675171
913,3.371,0.852458410991853
914,3.375,0.846994661644457
915,3.378,0.844194679291913
916,3.382,0.841061726065013
917,3.385,0.839835787845791
918,3.389,0.837845530119524
919,3.393,0.837315803728502
920,3.396,0.840531999673991
921,3.400,0.840713620150913
922,3.403,0.836301756065689
923,3.407,0.833093127640071
924,3.411,0.8355223015189
925,3.414,0.835772029674667
926,3.418,0.831526651026621
927,3.421,0.831662866384312
928,3.425,0.840410919356044
929,3.428,0.847849791389964
930,3.432,0.845685480706646
931,3.436,0.837202290930426
932,3.439,0.830921249436882
933,3.443,0.829006666909332
934,3.446,0.828355860200362
935,3.450,0.829286665144586
936,3.454,0.833585016431734
937,3.457,0.836649861979789
938,3.461,0.837467154125937
939,3.464,0.838375256510545
940,3.468,0.838488769308622
941,3.472,0.836309323585561
942,3.475,0.836445538943252
943,3.479,0.838791470103491
944,3.482,0.837035805493248
945,3.486,0.831942864619567
946,3.489,0.82760667573306
947,3.493,0.826312629834993
948,3.497,0.82964990609843
949,3.500,0.836839049976582
950,3.504,0.843339549546407
951,3.507,0.855243258304653
952,3.511,0.876182585789757
953,3.515,0.912506681174107
954,3.518,0.968846866619208
955,3.522,1.03786264784947
956,3.525,1.10407087920732
957,3.529,1.16501968425431
958,3.533,1.22475768612183
959,3.536,1.26712066236383
960,3.540,1.27499845055031
961,3.543,1.25526235872481
962,3.547,1.21907447869815
963,3.550,1.16298402140882
964,3.554,1.09348391890676
965,3.558,1.02916756751684
966,3.561,0.982491104947955
967,3.565,0.946568088116807
968,3.568,0.921186626466992
969,3.572,0.910395343129891
970,3.576,0.918371509074705
971,3.579,0.962573392645536
972,3.583,1.07940076442545
973,3.586,1.29848803223219
974,3.590,1.62187085891124
975,3.593,2.04248874842227
976,3.597,2.5190457448252
977,3.601,2.93764310653047
978,3.604,3.20128036382214
979,3.608,3.30142892180474
980,3.611,3.23582609203663
